instance name;fleet name;opt?;RN solved?;UB;LB tree;LB root;LB root+cuts;time [s];time root [s];time root+cuts [s];time limit [s];BB nodes;routes;Pieces RN;Pieces BPC
RCdp104;1vehc1pcs100perc;true;true;20005.6;20005.6;19864.2;20005.6;552.232;46.5981;552.221;3600;1;1: (0 10 11 15 16 17 47 14 12 101 ) ,2: (0 22 20 49 19 23 21 18 48 25 24 101 ) ,3: (0 59 87 97 75 58 77 101 ) ,4: (0 61 42 44 43 40 36 35 37 101 ) ,5: (0 69 98 53 9 13 82 101 ) ,6: (0 70 1 3 5 45 8 46 4 2 100 68 101 ) ,7: (0 80 94 62 67 84 64 66 101 ) ,8: (0 88 60 78 73 79 7 6 55 101 ) ,9: (0 90 99 52 86 74 57 83 65 101 ) ,10: (0 91 56 51 76 89 63 85 95 101 ) ,11: (0 92 50 34 31 29 27 26 28 30 32 33 101 ) ,12: (0 96 93 71 72 38 39 41 54 81 101 ) ,;0,11909676,0,0,0,0,0,0,0,0;0,132081220,0,0,0,0,0,0,0,0
RCdp105;1vehc1pcs100perc;true;true;24040.3;24040.3;23698.5;23997.6;63.689;2.00676;18.6331;3600;31;1: (0 2 45 5 3 1 8 6 55 101 ) ,2: (0 12 14 15 16 47 78 60 101 ) ,3: (0 28 26 27 29 31 34 94 101 ) ,4: (0 39 36 37 38 41 72 54 101 ) ,5: (0 42 44 40 35 43 101 ) ,6: (0 51 76 89 48 21 25 24 101 ) ,7: (0 59 87 97 75 77 101 ) ,8: (0 63 85 33 30 32 50 91 101 ) ,9: (0 64 84 56 66 101 ) ,10: (0 65 99 52 86 57 74 58 101 ) ,11: (0 69 88 53 98 101 ) ,12: (0 73 79 7 46 4 70 100 101 ) ,13: (0 81 61 68 101 ) ,14: (0 82 11 9 10 13 17 101 ) ,15: (0 83 19 23 18 22 49 20 101 ) ,16: (0 90 101 ) ,17: (0 92 95 62 67 71 93 96 80 101 ) ,;0,1117214,0,0,0,0,0,0,0,0;0,27961561,0,0,0,0,0,0,0,0
RCdp106;1vehc1pcs100perc;true;true;22653.3;22653.3;22003.7;22614.1;220.718;2.58291;69.3579;3600;43;1: (0 2 45 5 8 7 6 46 4 3 1 101 ) ,2: (0 41 42 44 43 70 100 55 101 ) ,3: (0 62 33 28 26 27 34 101 ) ,4: (0 64 51 84 56 91 80 101 ) ,5: (0 65 99 52 86 57 101 ) ,6: (0 67 31 29 30 32 50 101 ) ,7: (0 69 98 53 11 9 13 97 74 101 ) ,8: (0 72 38 39 40 36 35 37 54 101 ) ,9: (0 81 61 68 101 ) ,10: (0 82 12 14 47 15 16 17 10 101 ) ,11: (0 83 23 21 18 19 49 20 22 66 101 ) ,12: (0 87 59 75 58 77 25 101 ) ,13: (0 88 78 73 79 60 101 ) ,14: (0 90 101 ) ,15: (0 92 94 71 93 96 101 ) ,16: (0 95 85 63 76 89 48 24 101 ) ,;0,1047636,0,0,0,0,0,0,0,0;0,68030641,0,0,0,0,0,0,0,0
RCdp107;1vehc1pcs100perc;true;true;21240.1;21240.1;20725.9;21231.7;329.69;14.5388;261.809;3600;5;1: (0 2 4 45 5 3 1 70 68 101 ) ,2: (0 31 29 27 28 26 34 30 32 33 101 ) ,3: (0 39 38 40 36 35 37 43 44 42 101 ) ,4: (0 41 72 71 93 94 80 101 ) ,5: (0 61 81 54 96 101 ) ,6: (0 64 51 85 63 76 89 66 101 ) ,7: (0 65 52 57 86 74 58 77 25 101 ) ,8: (0 69 98 78 73 79 7 8 46 6 100 101 ) ,9: (0 82 12 14 47 17 16 15 13 11 10 101 ) ,10: (0 83 22 19 23 21 18 48 49 20 24 101 ) ,11: (0 90 53 88 60 55 101 ) ,12: (0 92 95 67 50 62 84 56 91 101 ) ,13: (0 99 87 59 75 97 9 101 ) ,;0,5266972,0,0,0,0,0,0,0,0;0,110913000,0,0,0,0,0,0,0,0
RCdp108;1vehc1pcs100perc;true;true;19832.7;19832.7;19393;19806.2;927.661;49.2712;599.848;3600;11;1: (0 2 6 7 8 46 4 45 5 3 1 100 101 ) ,2: (0 12 14 47 17 16 15 10 53 101 ) ,3: (0 25 23 21 48 18 19 49 20 22 24 101 ) ,4: (0 33 32 30 28 26 27 29 31 34 101 ) ,5: (0 61 42 44 43 70 68 101 ) ,6: (0 64 51 76 89 63 85 84 56 101 ) ,7: (0 65 99 52 86 59 97 75 58 77 101 ) ,8: (0 69 98 88 60 78 73 79 55 101 ) ,9: (0 72 38 40 36 35 37 39 41 101 ) ,10: (0 81 54 71 93 96 101 ) ,11: (0 82 11 13 9 87 74 57 83 66 101 ) ,12: (0 90 101 ) ,13: (0 94 67 50 62 95 92 91 80 101 ) ,;0,14062871,0,0,0,0,0,0,0,0;0,295781396,0,0,0,0,0,0,0,0
RCdp201;1vehc1pcs100perc;true;true;15222.9;15222.9;15136.4;15222.9;12.508;4.62045;12.5078;3600;1;1: (0 5 45 2 6 7 8 46 3 1 4 100 70 101 ) ,2: (0 14 47 16 15 11 12 78 73 79 53 90 101 ) ,3: (0 61 81 94 96 93 80 101 ) ,4: (0 64 23 21 18 19 49 22 20 24 101 ) ,5: (0 65 83 59 75 97 74 58 77 25 48 101 ) ,6: (0 69 98 88 55 68 101 ) ,7: (0 71 67 62 85 76 51 84 56 66 101 ) ,8: (0 72 36 39 42 44 41 38 40 43 35 37 54 101 ) ,9: (0 82 52 99 57 86 87 9 10 13 17 60 101 ) ,10: (0 92 95 63 33 31 29 27 30 28 26 34 50 32 89 91 101 ) ,;0,3647545,0,0,0,0,0,0,0,0;0,11045140,0,0,0,0,0,0,0,0
RCdp202;1vehc1pcs100perc;true;true;13462;13462;13366.8;13462;126.816;24.0482;126.816;3600;1;1: (0 1 3 5 45 6 7 8 46 4 2 55 101 ) ,2: (0 39 36 42 44 41 38 40 43 35 37 72 54 101 ) ,3: (0 64 23 21 48 18 19 49 22 20 24 89 91 101 ) ,4: (0 65 99 52 57 86 87 59 97 75 74 58 77 25 83 101 ) ,5: (0 69 88 79 73 78 53 98 90 101 ) ,6: (0 81 61 68 101 ) ,7: (0 82 12 14 47 16 15 11 9 10 13 17 60 100 70 101 ) ,8: (0 92 95 63 33 28 26 27 29 31 30 32 34 50 93 94 80 101 ) ,9: (0 96 71 67 62 85 76 51 84 56 66 101 ) ,;0,17601715,0,0,0,0,0,0,0,0;0,93005818,0,0,0,0,0,0,0,0
RCdp203;1vehc1pcs100perc;true;true;11841.3;11841.3;11822.7;11841.3;404.225;309.855;404.223;3600;1;1: (0 1 3 5 45 46 8 7 6 4 2 100 70 101 ) ,2: (0 61 42 39 36 43 44 41 38 40 35 37 72 71 93 96 54 81 101 ) ,3: (0 64 85 63 89 76 23 21 48 18 19 49 22 20 51 84 56 66 101 ) ,4: (0 65 99 52 86 87 74 59 97 75 58 77 25 24 57 83 101 ) ,5: (0 69 88 60 79 73 78 53 98 55 68 101 ) ,6: (0 90 82 11 15 9 10 13 16 17 47 14 12 101 ) ,7: (0 91 92 95 62 33 32 30 27 26 28 29 31 34 50 67 94 80 101 ) ,;0,121405617,0,0,0,0,0,0,0,0;0,161302913,0,0,0,0,0,0,0,0
RCdp204;1vehc1pcs100perc;false;false;1E+11;9633.43;9633.43;9633.43;3600;3600;3600;3600;1;0;0,648260264,0,0,0,0,0,0,0,0;0,550320432,0,0,0,0,0,0,0,0
RCdp205;1vehc1pcs100perc;true;true;14012.8;14012.8;13902.4;14012.8;162.856;21.4844;162.856;3600;1;1: (0 2 45 5 46 8 7 6 4 3 1 70 100 101 ) ,2: (0 65 83 64 19 23 21 48 18 49 22 24 20 66 101 ) ,3: (0 69 88 79 73 78 53 98 55 101 ) ,4: (0 72 36 39 42 44 40 38 41 43 35 37 54 101 ) ,5: (0 82 12 14 47 16 15 11 9 10 13 17 60 101 ) ,6: (0 90 99 52 57 86 87 59 75 97 74 25 77 58 101 ) ,7: (0 92 62 85 63 76 51 84 56 91 80 101 ) ,8: (0 94 67 71 96 81 61 68 101 ) ,9: (0 95 33 30 27 28 26 29 31 34 32 89 50 93 101 ) ,;0,14973441,0,0,0,0,0,0,0,0;0,91497782,0,0,0,0,0,0,0,0
RCdp206;1vehc1pcs100perc;true;true;13108;13108;12911.8;13087.2;349.481;53.3572;168.072;3600;13;1: (0 61 81 94 67 71 93 96 101 ) ,2: (0 65 99 52 86 57 23 21 18 19 49 20 22 24 66 101 ) ,3: (0 72 42 44 39 38 36 40 43 41 35 37 54 101 ) ,4: (0 82 12 14 47 16 15 11 59 75 97 87 9 13 17 10 101 ) ,5: (0 83 64 84 85 51 76 89 48 25 77 58 74 101 ) ,6: (0 88 2 45 5 46 8 7 6 4 3 1 100 70 68 101 ) ,7: (0 90 69 98 53 78 73 79 60 55 101 ) ,8: (0 92 95 62 63 33 30 31 29 27 28 26 32 34 50 56 91 80 101 ) ,;0,32889544,0,0,0,0,0,0,0,0;0,208745779,0,0,0,0,0,0,0,0
RCdp207;1vehc1pcs100perc;true;true;12092.9;12092.9;12010.7;12092.9;460.834;188.618;460.834;3600;1;1: (0 65 83 57 23 21 18 19 49 22 64 66 90 101 ) ,2: (0 69 98 53 12 14 47 17 16 15 13 9 11 10 60 55 101 ) ,3: (0 72 71 93 94 67 62 85 51 76 89 84 56 91 101 ) ,4: (0 81 61 42 44 40 36 35 37 38 39 43 41 54 96 101 ) ,5: (0 82 99 52 86 59 87 75 97 74 58 77 25 48 20 24 101 ) ,6: (0 88 78 73 79 7 6 2 8 5 3 1 45 46 4 100 70 68 101 ) ,7: (0 95 63 33 30 31 29 27 28 26 32 34 50 92 80 101 ) ,;0,114014811,0,0,0,0,0,0,0,0;0,268789609,0,0,0,0,0,0,0,0
RCdp208;1vehc1pcs100perc;false;false;1E+11;-2.49999E+13;-2.49999E+13;-1000000000;3600;3600;3600;3600;1;0;0,451202298,0,0,0,0,0,0,0,0;0,340023971,0,0,0,0,0,0,0,0
Rdp101;1vehc1pcs100perc;true;true;21747.6;21747.6;21700.4;21747.6;0.735713;0.387112;0.7356;3600;1;1: (0 2 87 97 13 101 ) ,2: (0 5 61 85 37 93 101 ) ,3: (0 12 54 24 80 101 ) ,4: (0 14 44 38 43 101 ) ,5: (0 21 73 41 56 4 101 ) ,6: (0 27 31 88 7 101 ) ,7: (0 28 76 79 3 68 77 101 ) ,8: (0 29 78 34 35 101 ) ,9: (0 33 81 50 101 ) ,10: (0 36 47 19 8 46 17 101 ) ,11: (0 39 23 67 55 25 101 ) ,12: (0 40 26 101 ) ,13: (0 45 83 84 60 89 101 ) ,14: (0 52 101 ) ,15: (0 53 101 ) ,16: (0 59 99 94 96 101 ) ,17: (0 62 11 90 10 101 ) ,18: (0 63 64 49 48 101 ) ,19: (0 65 71 9 66 1 101 ) ,20: (0 69 30 51 20 32 70 101 ) ,21: (0 72 75 22 74 58 101 ) ,22: (0 82 18 6 101 ) ,23: (0 92 42 15 57 101 ) ,24: (0 95 98 16 86 91 100 101 ) ,;0,141402,0,0,0,0,0,0,0,0;0,289005,0,0,0,0,0,0,0,0
Rdp102;1vehc1pcs100perc;true;true;20477.2;20477.2;20477.2;20477.2;1.28658;1.28625;1.28625;3600;1;1: (0 12 29 78 34 35 101 ) ,2: (0 14 44 38 43 100 37 101 ) ,3: (0 27 30 51 9 20 32 70 101 ) ,4: (0 28 76 79 54 24 80 101 ) ,5: (0 36 47 19 8 46 82 101 ) ,6: (0 40 53 101 ) ,7: (0 42 15 41 74 21 101 ) ,8: (0 50 33 81 3 68 77 101 ) ,9: (0 52 62 11 90 10 101 ) ,10: (0 63 64 49 48 7 101 ) ,11: (0 65 71 66 1 101 ) ,12: (0 69 31 88 101 ) ,13: (0 72 39 23 67 55 25 101 ) ,14: (0 73 22 75 56 4 26 101 ) ,15: (0 83 45 18 6 101 ) ,16: (0 87 57 2 58 101 ) ,17: (0 92 98 85 61 84 5 60 89 101 ) ,18: (0 94 96 99 59 97 13 101 ) ,19: (0 95 91 16 86 17 93 101 ) ,;0,866423,0,0,0,0,0,0,0,0;0,759328,0,0,0,0,0,0,0,0
Rdp103;1vehc1pcs100perc;true;true;17994.7;17994.7;17951.8;17994.7;19.2459;5.07318;19.2457;3600;1;1: (0 16 86 44 38 14 91 100 37 101 ) ,2: (0 21 72 22 75 56 4 26 101 ) ,3: (0 27 88 52 101 ) ,4: (0 28 76 79 29 24 68 80 12 101 ) ,5: (0 31 62 11 63 90 10 101 ) ,6: (0 36 64 49 19 7 101 ) ,7: (0 39 23 67 55 25 54 101 ) ,8: (0 40 53 101 ) ,9: (0 42 43 15 41 74 73 58 101 ) ,10: (0 50 33 81 78 3 77 101 ) ,11: (0 51 65 71 9 35 34 101 ) ,12: (0 69 30 20 66 32 70 1 101 ) ,13: (0 83 45 8 46 47 48 82 18 101 ) ,14: (0 89 60 5 84 17 61 93 101 ) ,15: (0 92 98 85 59 96 99 6 101 ) ,16: (0 94 95 97 87 57 2 13 101 ) ,;0,1931959,0,0,0,0,0,0,0,0;0,8376959,0,0,0,0,0,0,0,0
Rdp104;1vehc1pcs100perc;true;true;16161.1;16161.1;16023.3;16157.4;668.616;34.428;547.865;3600;5;1: (0 2 57 15 41 22 74 73 21 40 101 ) ,2: (0 5 61 16 86 17 84 60 89 101 ) ,3: (0 12 80 68 29 24 55 25 54 101 ) ,4: (0 27 69 76 79 34 78 3 77 28 101 ) ,5: (0 31 10 63 90 32 66 20 30 70 101 ) ,6: (0 50 33 81 9 35 65 71 51 1 101 ) ,7: (0 53 101 ) ,8: (0 59 85 91 44 38 14 43 42 100 101 ) ,9: (0 72 75 56 23 67 39 4 26 101 ) ,10: (0 82 48 47 46 8 45 83 18 101 ) ,11: (0 88 62 11 64 49 36 19 7 52 101 ) ,12: (0 92 37 98 93 99 96 6 101 ) ,13: (0 94 95 97 87 13 58 101 ) ,;0,11904446,0,0,0,0,0,0,0,0;0,228220070,0,0,0,0,0,0,0,0
Rdp105;1vehc1pcs100perc;true;true;19487.7;19487.7;19385.1;19486.4;8.04834;0.973976;6.34424;3600;5;1: (0 2 15 57 87 97 101 ) ,2: (0 5 61 16 86 91 100 93 101 ) ,3: (0 6 94 13 58 101 ) ,4: (0 12 29 79 78 34 35 77 101 ) ,5: (0 21 73 75 22 41 74 4 101 ) ,6: (0 27 30 51 9 81 50 1 101 ) ,7: (0 28 76 3 68 54 24 80 101 ) ,8: (0 33 65 71 66 20 32 70 101 ) ,9: (0 47 36 19 49 46 48 101 ) ,10: (0 52 82 7 18 89 101 ) ,11: (0 53 40 26 101 ) ,12: (0 63 64 11 90 10 101 ) ,13: (0 69 31 62 88 101 ) ,14: (0 72 39 23 67 56 55 25 101 ) ,15: (0 83 45 8 84 17 60 101 ) ,16: (0 92 42 14 44 38 43 37 101 ) ,17: (0 95 59 98 85 99 96 101 ) ,;0,335681,0,0,0,0,0,0,0,0;0,4099407,0,0,0,0,0,0,0,0
Rdp106;1vehc1pcs100perc;true;true;18683.4;18683.4;18620.5;18683.4;27.0686;4.5278;27.0684;3600;1;1: (0 5 45 8 83 84 17 60 101 ) ,2: (0 12 29 79 78 81 1 101 ) ,3: (0 26 39 23 67 55 4 25 101 ) ,4: (0 27 69 30 51 9 35 34 3 77 101 ) ,5: (0 28 76 68 54 24 80 101 ) ,6: (0 31 63 11 64 90 10 101 ) ,7: (0 42 15 57 87 97 13 101 ) ,8: (0 48 47 36 19 49 46 82 101 ) ,9: (0 50 33 65 71 66 20 32 70 101 ) ,10: (0 52 62 88 7 18 89 101 ) ,11: (0 53 40 58 101 ) ,12: (0 73 41 22 75 56 74 72 21 101 ) ,13: (0 85 61 16 86 91 100 98 93 101 ) ,14: (0 94 92 59 99 96 6 101 ) ,15: (0 95 37 14 44 38 43 2 101 ) ,;0,2340810,0,0,0,0,0,0,0,0;0,15900163,0,0,0,0,0,0,0,0
Rdp107;1vehc1pcs100perc;true;true;17392;17392;17295.9;17390.8;200.629;15.5553;162.228;3600;3;1: (0 2 57 15 41 22 75 56 4 74 73 101 ) ,2: (0 21 72 39 23 67 55 25 54 26 101 ) ,3: (0 27 69 31 88 52 101 ) ,4: (0 28 76 79 78 29 24 68 80 12 101 ) ,5: (0 30 32 90 63 10 70 101 ) ,6: (0 42 43 14 44 38 86 16 91 100 37 101 ) ,7: (0 48 47 36 46 8 83 60 101 ) ,8: (0 50 33 81 9 35 34 3 77 101 ) ,9: (0 51 71 65 66 20 1 101 ) ,10: (0 53 40 58 101 ) ,11: (0 62 11 64 49 19 7 82 18 101 ) ,12: (0 89 5 45 84 17 61 93 101 ) ,13: (0 94 59 92 98 85 99 96 6 101 ) ,14: (0 95 97 87 13 101 ) ,;0,5682635,0,0,0,0,0,0,0,0;0,71602684,0,0,0,0,0,0,0,0
Rdp108;1vehc1pcs100perc;true;true;15695;15695;15585;15695;534.345;54.3125;534.345;3600;1;1: (0 12 80 68 29 24 55 25 54 26 101 ) ,2: (0 18 82 48 47 46 8 45 83 60 89 101 ) ,3: (0 27 69 31 10 63 90 32 70 1 101 ) ,4: (0 28 76 79 81 9 51 33 50 101 ) ,5: (0 30 20 66 65 71 35 34 78 3 77 101 ) ,6: (0 40 73 75 56 23 67 39 4 101 ) ,7: (0 53 21 72 74 22 41 2 58 101 ) ,8: (0 88 62 11 64 49 36 19 7 52 101 ) ,9: (0 94 92 37 14 44 38 86 16 91 100 98 101 ) ,10: (0 95 59 99 5 84 17 61 85 93 96 6 101 ) ,11: (0 97 42 43 15 57 87 13 101 ) ,;0,15263490,0,0,0,0,0,0,0,0;0,140501708,0,0,0,0,0,0,0,0
Rdp109;1vehc1pcs100perc;true;true;17956.9;17956.9;17838.7;17953.8;35.2567;2.44041;25.1164;3600;5;1: (0 2 57 15 43 100 37 101 ) ,2: (0 5 83 8 45 84 17 60 101 ) ,3: (0 21 73 41 22 74 56 4 101 ) ,4: (0 27 69 30 51 81 50 101 ) ,5: (0 28 12 29 24 80 68 101 ) ,6: (0 31 19 47 49 36 46 48 101 ) ,7: (0 33 9 71 65 66 20 1 101 ) ,8: (0 42 14 38 44 16 86 91 93 101 ) ,9: (0 52 88 7 82 18 89 101 ) ,10: (0 53 40 26 101 ) ,11: (0 62 11 64 63 90 32 10 70 101 ) ,12: (0 72 75 23 67 39 25 55 54 101 ) ,13: (0 76 3 79 78 34 35 77 101 ) ,14: (0 94 87 97 13 58 101 ) ,15: (0 95 59 92 98 85 61 99 96 6 101 ) ,;0,1147695,0,0,0,0,0,0,0,0;0,17053067,0,0,0,0,0,0,0,0
Rdp110;1vehc1pcs100perc;true;true;17095.5;17095.5;16901.7;17066.4;729.908;8.5669;181.385;3600;69;1: (0 2 41 22 74 73 57 15 43 42 101 ) ,2: (0 5 83 8 45 17 84 60 101 ) ,3: (0 9 35 71 65 66 20 1 101 ) ,4: (0 21 72 75 56 23 67 39 25 55 4 101 ) ,5: (0 27 69 70 30 51 81 34 78 33 101 ) ,6: (0 28 12 80 68 3 77 50 101 ) ,7: (0 31 19 47 49 36 46 48 101 ) ,8: (0 52 7 82 18 89 101 ) ,9: (0 53 58 40 26 101 ) ,10: (0 76 79 29 24 54 101 ) ,11: (0 88 62 11 64 63 90 32 10 101 ) ,12: (0 94 87 97 13 101 ) ,13: (0 95 59 98 85 61 93 99 96 6 101 ) ,14: (0 100 44 16 86 38 14 91 37 92 101 ) ,;0,3677538,0,0,0,0,0,0,0,0;0,300653077,0,0,0,0,0,0,0,0
Rdp111;1vehc1pcs100perc;true;true;17225.2;17225.2;17008.9;17204.7;606.241;14.8334;200.958;3600;43;1: (0 2 57 15 43 41 22 74 58 101 ) ,2: (0 6 99 93 59 96 101 ) ,3: (0 19 64 49 36 47 7 52 101 ) ,4: (0 21 72 75 23 67 39 55 25 54 101 ) ,5: (0 27 101 ) ,6: (0 28 76 79 78 29 24 68 80 12 101 ) ,7: (0 31 88 62 11 63 90 10 101 ) ,8: (0 42 14 44 38 86 16 91 100 37 101 ) ,9: (0 50 33 81 51 9 71 35 34 3 77 101 ) ,10: (0 53 40 73 56 4 26 101 ) ,11: (0 69 30 20 65 66 32 70 1 101 ) ,12: (0 82 48 46 45 8 83 18 101 ) ,13: (0 92 98 85 61 84 17 5 60 89 101 ) ,14: (0 94 95 97 87 13 101 ) ,;0,4748128,0,0,0,0,0,0,0,0;0,204574160,0,0,0,0,0,0,0,0
Rdp112;1vehc1pcs100perc;true;true;15992.8;15992.8;15807.2;15981;2767.42;79.5211;1852.75;3600;9;1: (0 5 61 16 86 17 84 60 89 101 ) ,2: (0 6 99 93 85 91 100 98 37 92 59 96 101 ) ,3: (0 27 69 70 30 51 9 81 33 3 77 50 101 ) ,4: (0 28 12 80 68 29 24 54 26 101 ) ,5: (0 31 88 62 11 19 7 52 101 ) ,6: (0 40 21 72 74 22 41 2 58 101 ) ,7: (0 42 14 44 38 43 15 57 101 ) ,8: (0 47 36 49 64 63 90 32 10 101 ) ,9: (0 53 13 87 97 95 94 101 ) ,10: (0 73 75 56 23 67 39 25 55 4 101 ) ,11: (0 76 79 78 34 35 71 65 66 20 1 101 ) ,12: (0 83 45 8 46 48 82 18 101 ) ,;0,16797754,0,0,0,0,0,0,0,0;0,578314500,0,0,0,0,0,0,0,0
Rdp201;1vehc1pcs100perc;true;true;13370.5;13370.5;13323.8;13370.5;31.1751;3.92455;24.8358;3600;3;1: (0 2 42 15 43 37 100 91 93 101 ) ,2: (0 5 83 45 82 47 36 49 46 48 101 ) ,3: (0 21 73 57 87 97 96 13 101 ) ,4: (0 27 31 63 64 11 19 62 88 7 18 8 84 17 60 89 101 ) ,5: (0 28 12 29 76 50 3 68 54 4 55 25 24 80 101 ) ,6: (0 33 65 71 9 51 81 79 78 34 35 77 101 ) ,7: (0 52 69 30 90 10 20 66 32 70 1 101 ) ,8: (0 53 40 26 101 ) ,9: (0 72 39 67 23 75 22 41 56 74 58 101 ) ,10: (0 95 59 92 98 14 38 44 16 61 86 85 99 94 6 101 ) ,;0,2432519,0,0,0,0,0,0,0,0;0,19336234,0,0,0,0,0,0,0,0
Rdp202;1vehc1pcs100perc;true;true;12303.2;12303.2;12187.2;12292.8;2159.51;31.5791;1250.5;3600;11;1: (0 26 39 67 23 41 22 75 56 74 72 21 58 101 ) ,2: (0 27 69 31 88 30 90 10 32 70 1 101 ) ,3: (0 28 76 3 79 78 81 9 51 20 66 35 34 77 101 ) ,4: (0 40 73 2 87 57 43 97 95 13 101 ) ,5: (0 50 33 65 71 29 68 54 4 55 25 24 80 12 101 ) ,6: (0 52 7 82 48 47 36 45 8 18 83 84 5 60 89 101 ) ,7: (0 62 63 11 19 64 49 46 17 91 100 37 98 93 101 ) ,8: (0 94 59 92 42 15 14 38 44 16 61 86 85 99 96 6 53 101 ) ,;0,16667161,0,0,0,0,0,0,0,0;0,730955378,0,0,0,0,0,0,0,0
Rdp203;1vehc1pcs100perc;false;true;1E+11;10868.6;10738.6;10868.6;3600;99.8178;3510.9;3600;1;0;0,35465279,0,0,0,0,0,0,0,0;0,720858512,0,0,0,0,0,0,0,0
Rdp204;1vehc1pcs100perc;false;true;1E+11;9372.11;9350.36;9372.11;3600;1855.37;3105.14;3600;1;0;0,351539213,0,0,0,0,0,0,0,0;0,579850310,0,0,0,0,0,0,0,0
Rdp205;1vehc1pcs100perc;true;true;11553.5;11553.5;11442.2;11550.3;479.968;36.6241;342.894;3600;3;1: (0 5 83 45 82 47 36 46 8 18 84 17 60 89 101 ) ,2: (0 21 73 72 39 67 23 75 41 22 74 56 4 25 55 54 24 80 68 77 101 ) ,3: (0 27 69 30 71 65 35 66 20 32 10 70 1 101 ) ,4: (0 28 12 76 33 51 9 81 29 34 78 79 3 50 26 53 101 ) ,5: (0 40 2 87 15 43 57 97 37 100 91 93 13 58 101 ) ,6: (0 52 31 88 62 11 63 90 64 49 19 7 48 101 ) ,7: (0 95 59 92 98 42 14 44 38 86 16 61 85 99 96 94 6 101 ) ,;0,17674863,0,0,0,0,0,0,0,0;0,189574049,0,0,0,0,0,0,0,0
Rdp206;1vehc1pcs100perc;false;true;1E+11;10911;10802.6;10911;3600;152.51;3310.36;3600;1;0;0,50645586,0,0,0,0,0,0,0,0;0,906698585,0,0,0,0,0,0,0,0
Rdp207;1vehc1pcs100perc;false;true;1E+11;10061.7;9985.3;10061.7;3600;401.751;3019.12;3600;1;0;0,92597880,0,0,0,0,0,0,0,0;0,585551200,0,0,0,0,0,0,0,0
Rdp208;1vehc1pcs100perc;false;true;1E+11;9322.21;9291.75;9322.21;3600;1500.5;3334.54;3600;1;0;0,279157212,0,0,0,0,0,0,0,0;0,591627589,0,0,0,0,0,0,0,0
Rdp209;1vehc1pcs100perc;true;true;10752.8;10752.8;10648.5;10752.8;1352.57;69.2188;1352.57;3600;1;1: (0 2 87 57 15 43 42 97 13 58 101 ) ,2: (0 6 5 83 18 8 45 17 84 93 99 94 101 ) ,3: (0 27 69 31 88 62 63 90 30 51 71 9 81 33 77 76 50 101 ) ,4: (0 28 12 29 80 68 3 79 78 34 35 65 66 20 32 10 70 1 101 ) ,5: (0 52 7 82 47 19 11 64 49 36 46 48 60 89 101 ) ,6: (0 53 40 21 73 72 75 41 22 74 23 67 39 56 4 25 55 24 54 26 101 ) ,7: (0 95 59 92 98 85 61 16 86 38 14 44 91 100 37 96 101 ) ,;0,31745523,0,0,0,0,0,0,0,0;0,454839633,0,0,0,0,0,0,0,0
Rdp210;1vehc1pcs100perc;true;true;11052;11052;10986.5;11052;540.107;114.403;540.107;3600;1;1: (0 2 57 42 15 43 14 100 37 93 96 101 ) ,2: (0 18 45 82 48 47 36 46 8 83 84 17 5 60 89 101 ) ,3: (0 21 73 72 39 67 23 56 75 22 41 74 4 55 25 54 26 101 ) ,4: (0 27 69 30 51 33 71 65 35 66 20 70 1 101 ) ,5: (0 28 12 76 3 79 81 9 34 78 29 24 80 68 77 50 101 ) ,6: (0 52 7 88 62 11 64 49 19 63 90 32 10 31 101 ) ,7: (0 53 40 87 97 95 94 13 58 101 ) ,8: (0 59 92 98 85 91 44 38 86 16 61 99 6 101 ) ,;0,51361884,0,0,0,0,0,0,0,0;0,239200171,0,0,0,0,0,0,0,0
Rdp211;1vehc1pcs100perc;false;true;1E+11;9588.14;9547.54;9588.14;3600;827.129;3315.06;3600;1;0;0,171967210,0,0,0,0,0,0,0,0;0,558062460,0,0,0,0,0,0,0,0
Cdp101;1vehc2pcs10bp;true;true;25788.6;25788.6;24226.8;25783.6;56.7482;0.529648;41.0478;3600;5;1: (0 3 97 100 99 2 1 75 101 ) ,2: (0 5 7 8 10 11 9 6 4 101 ) ,3: (0 13 17 18 19 15 16 14 12 101 ) ,4: (0 20 101 ) ,5: (0 24 25 27 29 30 28 26 23 22 21 101 ) ,6: (0 32 33 31 35 37 38 39 36 34 101 ) ,7: (0 43 42 41 40 68 69 101 ) ,8: (0 44 46 45 48 51 50 52 49 47 101 ) ,9: (0 57 55 54 53 56 58 60 59 101 ) ,10: (0 67 65 63 62 74 72 61 64 66 101 ) ,11: (0 81 78 76 71 70 73 77 79 80 101 ) ,12: (0 90 87 86 83 82 84 85 89 101 ) ,13: (0 98 96 95 94 92 93 88 91 101 ) ,;0,336259,9483,0,0,0,0,0,0,0;0,17688180,170694,0,0,0,0,0,0,0
Cdp102;1vehc2pcs10bp;false;true;1E+11;25424.4;24067.8;25309.2;3600;5.31147;297.571;3600;211;0;0,2129747,18837,0,0,0,0,0,0,0;0,684347800,1334399,0,0,0,0,0,0,0
