instance name;fleet name;opt?;RN solved?;UB;LB tree;LB root;LB root+cuts;time [s];time root [s];time root+cuts [s];time limit [s];BB nodes;routes;Pieces RN;Pieces BPC
Cdp103;1vehc2pcs10bp;true;true;24308.6;24308.6;23670.6;24240.8;1088.13;13.0515;284.421;3600;35;1: (0 7 8 10 11 9 6 4 2 1 101 ) ,2: (0 13 17 18 19 15 16 14 12 101 ) ,3: (0 20 24 25 27 29 30 28 26 23 22 21 101 ) ,4: (0 32 33 31 35 37 38 39 36 34 101 ) ,5: (0 43 42 41 40 68 69 101 ) ,6: (0 47 46 44 45 48 51 50 52 49 101 ) ,7: (0 57 55 54 53 56 58 60 59 101 ) ,8: (0 67 65 63 62 74 72 61 64 66 101 ) ,9: (0 81 78 76 71 70 73 77 79 80 82 83 86 101 ) ,10: (0 90 87 84 85 88 89 91 75 3 5 101 ) ,11: (0 98 96 95 94 92 93 97 100 99 101 ) ,;0,5207572,23504,0,0,0,0,0,0,0;0,290638482,237538,0,0,0,0,0,0,0
Cdp104;1vehc2pcs10bp;false;true;1E+11;23736.5;23434;23736.5;3600;82.137;3091.89;3600;1;0;0,33152471,36828,0,0,0,0,0,0,0;0,899960192,176401,0,0,0,0,0,0,0
Cdp105;1vehc2pcs10bp;true;true;26082.05;26082.05;24303.1;26082.1;24.0971;0.876198;24.0969;3600;1;1: (0 5 3 7 8 10 11 9 6 4 2 75 101 ) ,2: (0 13 17 18 19 15 16 14 12 1 101 ) ,3: (0 20 24 25 27 29 30 28 26 23 22 21 101 ) ,4: (0 32 33 31 35 37 38 39 36 34 101 ) ,5: (0 41 40 68 69 101 ) ,6: (0 43 42 44 46 45 48 51 50 52 49 47 101 ) ,7: (0 57 55 54 53 56 58 60 59 101 ) ,8: (0 67 65 63 62 74 72 61 64 66 101 ) ,9: (0 80 101 ) ,10: (0 81 78 76 71 70 73 77 79 101 ) ,11: (0 90 87 86 83 82 84 85 88 89 91 101 ) ,12: (0 98 96 95 94 92 93 97 100 101 ) ,13: (0 99 101 ) ,;0,408635,12432,0,0,0,0,0,0,0;0,13323068,113775,0,0,0,0,0,0,0
Cdp106;1vehc2pcs10bp;true;true;24094.65;24094.65;23700.2;24094.7;9.0435;1.10406;9.04345;3600;1;1: (0 5 3 7 8 10 11 9 6 4 2 75 101 ) ,2: (0 13 17 18 19 15 16 14 12 101 ) ,3: (0 20 24 25 27 29 30 28 26 23 22 21 101 ) ,4: (0 32 33 31 35 37 38 39 36 34 101 ) ,5: (0 43 42 44 45 48 51 50 52 101 ) ,6: (0 57 55 54 53 56 58 60 59 101 ) ,7: (0 63 62 74 72 61 64 68 66 69 101 ) ,8: (0 65 67 41 40 46 49 47 101 ) ,9: (0 81 78 76 71 70 73 77 79 80 101 ) ,10: (0 90 87 86 83 82 84 85 88 89 91 101 ) ,11: (0 98 96 95 94 92 93 97 100 99 1 101 ) ,;0,480891,13794,0,0,0,0,0,0,0;0,5339040,66576,0,0,0,0,0,0,0
Cdp107;1vehc2pcs10bp;true;true;24548;24548;23820.4;24548;43.8907;1.14585;43.8905;3600;1;1: (0 5 3 7 8 101 ) ,2: (0 10 11 9 6 4 2 1 75 101 ) ,3: (0 13 17 18 19 15 16 14 12 101 ) ,4: (0 20 24 25 27 29 30 28 26 23 22 21 101 ) ,5: (0 32 33 31 35 37 38 39 36 34 101 ) ,6: (0 42 44 46 45 48 51 50 52 49 47 101 ) ,7: (0 43 41 40 68 69 101 ) ,8: (0 57 55 54 53 56 58 60 59 101 ) ,9: (0 67 65 63 62 74 72 61 64 66 101 ) ,10: (0 81 78 76 71 70 73 77 79 80 101 ) ,11: (0 90 87 86 83 82 84 85 88 89 101 ) ,12: (0 98 96 95 94 92 93 97 100 99 91 101 ) ,;0,487890,15873,0,0,0,0,0,0,0;0,20568799,138195,0,0,0,0,0,0,0
Cdp108;1vehc2pcs10bp;true;true;25072;25072;24014.8;25029.4;734.955;1.65126;207.404;3600;35;1: (0 5 3 7 8 9 6 4 2 1 75 101 ) ,2: (0 13 11 10 101 ) ,3: (0 17 18 19 15 16 14 12 101 ) ,4: (0 20 24 25 27 29 30 28 26 23 22 21 101 ) ,5: (0 32 33 31 35 37 38 39 36 34 101 ) ,6: (0 41 40 42 44 46 45 48 51 50 52 49 47 101 ) ,7: (0 43 101 ) ,8: (0 55 54 57 53 56 58 60 59 101 ) ,9: (0 65 63 62 74 72 61 64 68 66 69 101 ) ,10: (0 67 81 78 76 71 70 73 77 79 80 101 ) ,11: (0 90 87 86 83 82 84 85 88 89 91 101 ) ,12: (0 98 96 95 94 92 93 97 100 99 101 ) ,;0,698538,12636,0,0,0,0,0,0,0;0,174774835,403250,0,0,0,0,0,0,0
Cdp109;1vehc2pcs10bp;false;true;1E+11;25034.1;23931;24969.1;3600;3.84589;244.087;3600;126;0;0,1902580,20400,0,0,0,0,0,0,0;0,1049095971,1103343,0,0,0,0,0,0,0
Cdp201;1vehc2pcs10bp;true;true;16242.4;16242.4;16229.5;16242.4;68.102;18.1097;68.1018;3600;1;1: (0 20 22 24 29 6 32 33 31 35 37 38 39 36 34 28 26 23 18 19 16 14 12 15 17 13 25 9 11 10 8 101 ) ,2: (0 27 30 21 101 ) ,3: (0 67 63 62 74 72 61 64 66 69 68 65 49 55 54 53 56 58 60 59 57 40 44 46 45 51 50 52 47 43 42 41 48 101 ) ,4: (0 91 88 84 86 83 82 85 76 71 70 73 80 79 81 78 77 96 87 90 101 ) ,5: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 101 ) ,;0,4246299,577698,514409,93534,455,0,0,0,0;0,16771743,1556948,1307060,236306,1479,0,0,0,0
Cdp202;1vehc2pcs10bp;true;true;16284.3;16284.3;16228.2;16284.3;553.873;141.652;553.873;3600;1;1: (0 20 24 27 30 21 101 ) ,2: (0 22 29 6 32 33 31 35 37 38 39 36 34 28 26 23 18 19 16 14 12 15 17 13 25 9 11 10 8 101 ) ,3: (0 67 63 62 74 72 61 64 66 69 68 65 49 55 54 53 56 58 60 59 57 40 44 46 45 51 50 52 47 43 42 41 48 101 ) ,4: (0 91 88 84 86 83 82 85 76 71 70 73 80 79 81 78 77 87 96 101 ) ,5: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 90 101 ) ,;0,35457572,1642448,1289567,236609,4276,0,0,0,0;0,107974966,4159350,3057757,530111,10201,0,0,0,0
Cdp203;1vehc2pcs10bp;false;true;1E+11;16107.8;16092.9;16107.8;3600;1371.73;2013.36;3600;1;0;0,220771123,5649675,3627482,553902,6679,0,0,0,0;0,446191383,9962234,6214175,919305,10040,0,0,0,0
Cdp204;1vehc2pcs10bp;false;true;1E+11;16040.7;16040.7;16040.7;3600;3600;3600;3600;1;0;0,411724149,7735684,5308377,767778,7101,0,0,0,0;0,390934854,7618025,5247434,761246,7090,0,0,0,0
Cdp205;1vehc2pcs10bp;true;true;16260.3;16260.3;16198.1;16260.3;159.887;32.3479;159.887;3600;1;1: (0 20 24 27 30 29 6 32 33 31 35 37 38 39 36 34 28 26 23 18 19 16 14 12 15 17 13 25 9 11 10 8 101 ) ,2: (0 22 21 101 ) ,3: (0 52 51 50 47 43 101 ) ,4: (0 67 63 62 74 72 61 64 66 69 68 65 49 55 54 53 56 58 60 59 57 40 44 46 45 42 41 48 101 ) ,5: (0 86 88 84 83 82 85 76 71 70 73 80 79 81 78 77 87 96 101 ) ,6: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 91 90 101 ) ,;0,12262347,1269829,669669,89440,888,0,0,0,0;0,42280935,3454151,1794564,248668,3110,0,0,0,0
Cdp206;1vehc2pcs10bp;true;true;16131.3;16131.3;16130.3;16131.3;114.214;84.7427;114.214;3600;1;1: (0 20 24 29 6 32 33 31 35 37 38 39 36 34 28 26 23 18 19 16 14 12 15 17 13 25 9 11 10 8 101 ) ,2: (0 22 27 30 21 101 ) ,3: (0 67 63 62 74 72 61 64 66 69 68 65 49 55 54 53 56 58 60 59 57 40 44 46 45 51 50 52 47 42 41 43 48 101 ) ,4: (0 86 88 84 83 82 85 76 71 70 73 80 79 81 78 77 87 96 101 ) ,5: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 91 90 101 ) ,;0,31572647,2691489,1650246,220391,2429,0,0,0,0;0,41656821,3345627,2034098,261920,2668,0,0,0,0
Cdp207;1vehc2pcs10bp;true;true;16165.3;16165.3;16062.9;16165.3;554.347;103.855;554.346;3600;1;1: (0 20 22 24 27 30 29 6 32 33 31 35 37 38 39 36 34 28 26 23 17 18 19 16 14 12 15 13 9 11 10 8 101 ) ,2: (0 25 21 101 ) ,3: (0 67 63 62 74 72 61 64 66 69 68 65 49 55 54 53 56 58 60 59 57 40 44 46 45 51 50 52 47 42 41 43 48 101 ) ,4: (0 91 88 86 84 83 82 85 76 71 70 73 80 79 81 78 77 87 96 101 ) ,5: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 90 101 ) ,;0,28051419,2213598,1397074,149683,1169,0,0,0,0;0,94654974,5605286,3256931,345057,3458,0,0,0,0
Cdp208;1vehc2pcs10bp;true;true;16157;16157;16141.3;16157;257.045;125.316;257.044;3600;1;1: (0 20 24 29 6 32 33 31 35 37 38 39 36 34 28 26 23 18 19 16 14 12 15 17 13 25 9 11 10 8 101 ) ,2: (0 22 27 30 21 101 ) ,3: (0 67 63 62 74 72 61 64 66 69 68 65 49 55 54 53 56 58 60 59 57 40 44 46 45 51 50 52 47 42 41 43 48 101 ) ,4: (0 91 88 86 84 83 82 85 76 71 70 73 80 79 81 78 77 87 96 101 ) ,5: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 90 101 ) ,;0,32344168,2422109,1278831,129508,923,0,0,0,0;0,62226963,4237884,2151326,217916,1578,0,0,0,0
RCdp101;1vehc2pcs10bp;true;true;39580.2;39580.2;39084.5;39580.2;5.94782;0.745723;5.94762;3600;1;1: (0 5 45 2 7 6 8 3 1 70 101 ) ,2: (0 11 15 16 9 10 13 17 101 ) ,3: (0 14 47 12 73 79 46 4 100 101 ) ,4: (0 42 44 43 37 35 101 ) ,5: (0 59 75 87 97 58 77 101 ) ,6: (0 61 81 101 ) ,7: (0 63 33 28 30 34 50 80 101 ) ,8: (0 64 51 76 89 91 101 ) ,9: (0 65 99 86 74 101 ) ,10: (0 68 55 101 ) ,11: (0 69 98 88 53 78 60 101 ) ,12: (0 71 67 94 96 101 ) ,13: (0 72 39 36 40 38 41 54 101 ) ,14: (0 82 52 57 22 49 20 24 101 ) ,15: (0 83 23 21 19 18 48 25 101 ) ,16: (0 90 101 ) ,17: (0 92 31 29 27 26 32 93 101 ) ,18: (0 95 62 85 84 56 66 101 ) ,;0,291175,21986,5697,319,0,0,0,0,0;0,2504572,119762,29581,1906,0,0,0,0,0
RCdp102;1vehc2pcs10bp;true;true;36562.5;36562.5;35576.9;36549.8;110.134;2.92721;88.4945;3600;5;1: (0 2 45 8 7 6 46 4 5 1 3 101 ) ,2: (0 11 15 16 9 10 13 17 12 82 101 ) ,3: (0 14 47 73 79 78 60 98 101 ) ,4: (0 42 39 36 40 38 41 43 35 37 72 101 ) ,5: (0 44 61 101 ) ,6: (0 50 33 28 30 32 34 93 96 101 ) ,7: (0 57 74 77 101 ) ,8: (0 64 22 49 20 66 101 ) ,9: (0 65 52 86 87 59 97 75 58 101 ) ,10: (0 69 88 55 100 70 101 ) ,11: (0 81 101 ) ,12: (0 83 19 23 18 48 21 25 24 101 ) ,13: (0 90 53 101 ) ,14: (0 92 62 67 71 54 68 101 ) ,15: (0 94 31 29 27 26 89 101 ) ,16: (0 95 85 63 76 51 84 56 91 80 101 ) ,17: (0 99 101 ) ,;0,1205119,34975,7417,730,0,0,0,0,0;0,32887785,448558,87661,9016,0,0,0,0,0
RCdp103;1vehc2pcs10bp;true;true;33818.7;33818.7;32963.4;33777.1;1987.04;11.5603;612.51;3600;47;1: (0 2 45 1 3 5 8 6 55 101 ) ,2: (0 11 15 16 9 10 13 82 90 101 ) ,3: (0 19 18 48 21 23 25 24 83 101 ) ,4: (0 33 27 30 26 28 32 31 29 34 101 ) ,5: (0 54 39 36 35 37 72 96 101 ) ,6: (0 64 51 49 22 20 66 101 ) ,7: (0 65 57 86 87 59 97 75 58 52 101 ) ,8: (0 69 98 53 78 73 17 47 14 12 101 ) ,9: (0 81 42 43 44 40 38 41 61 68 101 ) ,10: (0 85 63 89 76 84 56 101 ) ,11: (0 88 60 79 7 46 4 100 70 101 ) ,12: (0 91 92 95 62 50 67 71 93 94 80 101 ) ,13: (0 99 74 77 101 ) ,;0,4327976,64058,16182,1521,0,0,0,0,0;0,412133356,2261269,475043,44981,0,0,0,0,0
RCdp104;1vehc2pcs10bp;true;true;30585.9;30585.9;30220;30581.9;1652.68;77.5288;1373.11;3600;5;1: (0 12 16 15 11 10 9 13 17 47 14 101 ) ,2: (0 22 20 49 19 23 21 18 48 25 24 101 ) ,3: (0 61 42 44 43 40 36 35 37 101 ) ,4: (0 65 83 57 86 87 59 97 75 58 52 101 ) ,5: (0 66 64 51 76 89 63 85 95 91 101 ) ,6: (0 69 53 82 101 ) ,7: (0 70 1 3 5 45 8 46 4 2 100 68 101 ) ,8: (0 80 94 62 67 84 56 101 ) ,9: (0 90 99 74 77 101 ) ,10: (0 92 50 34 31 29 27 26 28 30 32 33 101 ) ,11: (0 96 93 71 72 38 39 41 54 81 101 ) ,12: (0 98 88 60 78 73 79 7 6 55 101 ) ,;0,18644771,100340,22455,824,0,0,0,0,0;0,352641997,899936,160939,5772,0,0,0,0,0
RCdp105;1vehc2pcs10bp;true;true;37282.3;37282.3;36533.9;37188.2;196.582;2.29124;27.9698;3600;103;1: (0 2 45 5 3 1 8 6 55 101 ) ,2: (0 12 14 15 16 47 78 60 101 ) ,3: (0 31 29 27 30 28 26 32 34 50 101 ) ,4: (0 33 67 101 ) ,5: (0 39 36 37 38 40 35 43 101 ) ,6: (0 42 44 41 72 54 96 94 80 101 ) ,7: (0 62 101 ) ,8: (0 64 22 49 20 66 101 ) ,9: (0 65 52 86 87 59 97 75 58 101 ) ,10: (0 69 88 79 7 46 4 70 100 101 ) ,11: (0 71 93 101 ) ,12: (0 81 61 68 101 ) ,13: (0 82 11 9 10 13 17 101 ) ,14: (0 83 19 23 18 48 21 25 24 101 ) ,15: (0 84 51 77 101 ) ,16: (0 90 101 ) ,17: (0 92 95 85 63 76 89 56 91 101 ) ,18: (0 98 73 53 101 ) ,19: (0 99 57 74 101 ) ,;0,1160517,41778,13591,915,25,0,0,0,0;0,75327718,1537321,488490,33574,1364,0,0,0,0
RCdp106;1vehc2pcs10bp;true;true;34989.5;34989.5;34103.7;34977.8;63.6347;2.4279;46.1218;3600;7;1: (0 2 45 5 8 7 6 46 4 3 1 101 ) ,2: (0 11 12 14 47 15 16 9 10 101 ) ,3: (0 31 29 27 26 28 32 34 80 101 ) ,4: (0 61 42 44 43 41 54 101 ) ,5: (0 64 51 76 89 48 25 24 101 ) ,6: (0 65 99 52 57 86 74 58 77 101 ) ,7: (0 67 63 85 101 ) ,8: (0 68 70 100 101 ) ,9: (0 69 98 88 78 73 79 60 55 101 ) ,10: (0 72 38 39 40 36 35 37 101 ) ,11: (0 81 101 ) ,12: (0 82 87 59 75 97 13 17 101 ) ,13: (0 83 23 21 18 19 49 20 22 66 101 ) ,14: (0 90 53 101 ) ,15: (0 92 94 71 93 96 101 ) ,16: (0 95 62 33 30 50 84 56 91 101 ) ,;0,1011671,34502,9963,2026,144,0,0,0,0;0,25203079,369020,112457,25244,2222,0,0,0,0
RCdp107;1vehc2pcs10bp;true;true;32478.7;32478.7;31620.6;32478.7;291.051;10.9832;291.051;3600;1;1: (0 11 12 14 47 17 16 15 13 9 10 101 ) ,2: (0 31 29 27 28 26 34 30 32 33 101 ) ,3: (0 39 38 40 36 35 37 43 44 42 101 ) ,4: (0 41 72 71 93 96 54 68 101 ) ,5: (0 64 22 19 23 21 18 48 49 20 101 ) ,6: (0 65 99 52 87 59 75 97 74 66 101 ) ,7: (0 69 98 78 73 79 7 8 46 6 60 55 101 ) ,8: (0 81 61 101 ) ,9: (0 82 53 101 ) ,10: (0 83 57 86 58 77 25 24 101 ) ,11: (0 88 2 4 45 5 3 1 70 100 101 ) ,12: (0 90 101 ) ,13: (0 92 95 84 85 63 51 76 89 56 101 ) ,14: (0 94 67 50 62 91 80 101 ) ,;0,4576032,69624,22220,1356,0,0,0,0,0;0,102965664,754503,211037,15662,0,0,0,0,0
RCdp108;1vehc2pcs10bp;true;true;30294.8;30294.8;29455.8;30294.8;1118.59;55.0711;1118.59;3600;1;1: (0 12 14 47 17 16 15 10 53 101 ) ,2: (0 25 23 21 48 18 19 49 20 22 24 101 ) ,3: (0 33 32 30 28 26 27 29 31 34 101 ) ,4: (0 41 39 38 72 71 93 96 101 ) ,5: (0 61 42 44 43 40 36 35 37 54 101 ) ,6: (0 64 51 76 89 63 85 84 56 91 101 ) ,7: (0 65 99 52 86 59 97 75 58 77 101 ) ,8: (0 69 98 60 78 73 79 2 70 68 101 ) ,9: (0 81 101 ) ,10: (0 82 11 13 9 87 74 57 83 66 101 ) ,11: (0 88 6 7 8 46 4 45 5 3 1 100 55 101 ) ,12: (0 90 101 ) ,13: (0 94 67 50 62 95 92 80 101 ) ,;0,14850338,107369,25911,2105,38,0,0,0,0;0,242230032,922740,195392,7549,92,0,0,0,0
RCdp201;1vehc2pcs10bp;true;true;20168.4;20168.4;19989.1;20103.4;691.768;5.80603;44.5206;3600;281;1: (0 19 21 23 24 101 ) ,2: (0 22 18 49 20 66 101 ) ,3: (0 31 29 27 26 32 101 ) ,4: (0 45 5 3 1 70 100 101 ) ,5: (0 47 14 11 10 101 ) ,6: (0 59 75 58 77 25 48 101 ) ,7: (0 61 40 38 41 81 101 ) ,8: (0 62 33 28 30 34 50 93 101 ) ,9: (0 64 51 84 56 91 80 101 ) ,10: (0 65 83 52 86 57 90 101 ) ,11: (0 68 35 37 54 101 ) ,12: (0 69 2 6 55 101 ) ,13: (0 72 36 39 42 44 43 101 ) ,14: (0 82 53 7 8 46 4 101 ) ,15: (0 88 78 73 79 60 101 ) ,16: (0 92 63 85 76 89 101 ) ,17: (0 95 67 71 94 96 101 ) ,18: (0 98 12 15 16 17 13 101 ) ,19: (0 99 9 87 97 74 101 ) ,;0,521429,319456,583057,653164,410584,151192,29911,3285,230,1;0,53712978,37146134,65213416,76204932,48397540,18223593,3868453,401528,15864,298
RCdp202;1vehc2pcs10bp;false;true;1E+11;19075;18771.7;19060.4;3600;72.0882;2305.11;3600;13;0;0,9370166,1857786,2085976,2349506,1926456,973879,264121,37177,2493,15;0,367203306,66411436,71628021,80299422,67041253,33851792,8753566,1209344,90286,1116
RCdp203;1vehc2pcs10bp;false;true;1E+11;17794.3;17676.1;17794.3;3600;860.498;3262.27;3600;1;0;0,72563400,8952195,9365199,9382368,8344117,5351526,2530382,859981,206531,31234,2309,43;0,302811978,36233101,38176987,38963555,35518501,23066078,10956528,3697824,855311,105795,6361,111
RCdp204;1vehc2pcs10bp;false;false;1E+11;-2.49999E+13;-2.49999E+13;-1000000000;3600;3600;3600;3600;1;0;0,137571390,6222648,5681627,5661712,5520309,4813235,3007830,1362616,436769,84293,7074,217,36,30,14,5,4,1;0,129219834,5898695,5385218,5358638,5201300,4529590,2834785,1288927,414415,79943,6726,210,36,30,14,5,4,1
RCdp205;1vehc2pcs10bp;false;true;1E+11;19210.4;18939.8;19161.7;3600;27.4606;783.226;3600;99;0;0,3746437,1037161,1520120,1871231,1429657,718556,195194,28823,2212,36,1;0,389129137,99980372,136551191,171687952,137196633,71120023,22045259,3932465,384989,7648,11
RCdp206;1vehc2pcs10bp;false;true;1E+11;19167.6;18998.1;19136.7;3600;31.5419;803.138;3600;79;0;0,3051743,1164910,1743419,2107006,1772837,894739,272620,74143,15195,1860,90;0,256356833,98376393,148739675,184807528,168358184,98871234,34328716,8609697,1340843,77254,2875
RCdp207;1vehc2pcs10bp;false;true;1E+11;18346.6;18160.3;18346.6;3600;157.578;3334.05;3600;1;0;0,14032329,3263579,4174429,4989375,4782988,3410524,1610381,449684,60195,3191,146;0,238145013,51826295,63727002,79354363,78683189,56992882,26357603,6622988,763714,24195,161
RCdp208;1vehc2pcs10bp;false;false;1E+11;16465.9;16465.9;16465.9;3600;3600;3600;3600;1;0;0,180776611,17942120,15523043,15555678,13414717,8821453,4037569,1206346,205672,13313,135;0,186058559,19828936,17154722,17379073,15062739,9512679,4139291,1184204,196741,12373,111
Rdp101;1vehc2pcs10bp;true;true;35469.1;35469.1;35399;35439.8;1.49466;0.363143;1.0003;3600;7;1: (0 2 21 73 41 56 4 101 ) ,2: (0 12 76 50 101 ) ,3: (0 14 44 16 86 91 100 101 ) ,4: (0 18 6 101 ) ,5: (0 27 31 88 7 101 ) ,6: (0 28 29 79 3 54 24 80 101 ) ,7: (0 33 81 34 68 77 101 ) ,8: (0 36 47 19 49 48 101 ) ,9: (0 38 17 101 ) ,10: (0 39 23 67 55 25 101 ) ,11: (0 40 26 101 ) ,12: (0 45 84 101 ) ,13: (0 52 101 ) ,14: (0 53 101 ) ,15: (0 57 43 101 ) ,16: (0 59 5 61 85 37 93 101 ) ,17: (0 62 11 90 10 101 ) ,18: (0 63 64 101 ) ,19: (0 65 71 9 66 1 101 ) ,20: (0 69 30 51 20 32 70 101 ) ,21: (0 72 75 22 74 58 101 ) ,22: (0 78 35 101 ) ,23: (0 83 82 8 46 60 89 101 ) ,24: (0 92 42 15 87 97 13 101 ) ,25: (0 95 98 99 94 96 101 ) ,;0,133648,28949,9854,879,69,0,0,0,0;0,666598,121202,42936,4735,381,0,0,0,0
Rdp102;1vehc2pcs10bp;true;true;32254.5;32254.5;32187.5;32243.3;9.58771;1.57358;8.47136;3600;3;1: (0 2 42 87 97 13 101 ) ,2: (0 8 46 7 101 ) ,3: (0 15 41 25 101 ) ,4: (0 18 6 101 ) ,5: (0 27 30 51 9 20 32 70 101 ) ,6: (0 28 76 79 24 101 ) ,7: (0 29 78 34 35 77 101 ) ,8: (0 36 64 101 ) ,9: (0 38 17 101 ) ,10: (0 39 23 67 55 4 26 101 ) ,11: (0 40 101 ) ,12: (0 45 47 19 49 48 82 52 101 ) ,13: (0 50 33 81 3 68 80 12 101 ) ,14: (0 53 101 ) ,15: (0 54 101 ) ,16: (0 57 43 101 ) ,17: (0 63 62 11 90 10 31 101 ) ,18: (0 65 71 66 1 101 ) ,19: (0 69 88 101 ) ,20: (0 73 22 75 56 74 72 21 58 101 ) ,21: (0 92 98 85 61 5 84 83 60 89 101 ) ,22: (0 94 96 99 93 59 101 ) ,23: (0 95 14 44 16 86 91 100 37 101 ) ,;0,502665,48265,15842,1473,0,0,0,0,0;0,4386475,275232,83909,8383,0,0,0,0,0
Rdp103;1vehc2pcs10bp;true;true;27708.8;27708.8;27673.6;27708.8;33.0983;10.582;33.0981;3600;1;1: (0 21 72 75 22 74 73 2 58 101 ) ,2: (0 27 101 ) ,3: (0 28 76 79 29 24 68 80 12 101 ) ,4: (0 31 62 11 19 49 47 48 7 52 101 ) ,5: (0 36 46 84 17 60 101 ) ,6: (0 40 101 ) ,7: (0 41 55 25 101 ) ,8: (0 42 43 15 57 87 97 13 101 ) ,9: (0 50 33 81 78 34 35 3 77 101 ) ,10: (0 51 65 71 9 66 20 70 1 101 ) ,11: (0 53 101 ) ,12: (0 54 39 23 67 56 4 26 101 ) ,13: (0 64 63 101 ) ,14: (0 69 30 32 90 10 101 ) ,15: (0 83 45 8 82 18 89 101 ) ,16: (0 88 6 101 ) ,17: (0 92 37 14 44 38 86 16 91 100 95 101 ) ,18: (0 94 96 99 5 61 85 98 93 59 101 ) ,;0,3302616,104964,38235,5774,665,1,0,0,0;0,10465580,259624,90461,14687,1678,6,0,0,0
Rdp104;1vehc2pcs10bp;true;true;25168.9;25168.9;24862.6;25147.7;2819.95;35.6356;1488.98;3600;21;1: (0 2 57 15 41 22 74 73 21 40 58 101 ) ,2: (0 12 80 68 29 24 55 25 54 101 ) ,3: (0 27 101 ) ,4: (0 31 88 62 10 63 90 32 66 20 30 70 101 ) ,5: (0 50 33 81 9 35 65 71 51 1 101 ) ,6: (0 53 101 ) ,7: (0 69 8 46 101 ) ,8: (0 72 75 56 23 67 39 4 26 101 ) ,9: (0 76 79 34 78 3 77 28 101 ) ,10: (0 82 48 19 11 64 49 36 47 7 52 101 ) ,11: (0 87 43 42 101 ) ,12: (0 89 18 83 45 17 84 5 60 6 101 ) ,13: (0 92 14 44 38 86 16 61 91 100 95 101 ) ,14: (0 94 96 59 99 93 85 98 37 97 13 101 ) ,;0,8852816,123308,42279,5101,80,0,0,0,0;0,570426659,3679358,1058520,173287,4411,0,0,0,0
Rdp105;1vehc2pcs10bp;true;true;31063.8;31063.8;30894.8;31020;12.7545;0.782251;4.28795;3600;33;1: (0 2 57 101 ) ,2: (0 5 83 45 8 18 89 101 ) ,3: (0 6 84 17 60 101 ) ,4: (0 15 43 101 ) ,5: (0 21 73 75 22 41 56 74 58 101 ) ,6: (0 26 4 25 101 ) ,7: (0 27 69 76 50 101 ) ,8: (0 28 12 29 79 78 34 35 77 101 ) ,9: (0 31 30 51 9 81 3 68 24 80 101 ) ,10: (0 33 65 71 66 20 1 101 ) ,11: (0 42 14 44 38 86 91 100 93 101 ) ,12: (0 47 36 49 46 48 101 ) ,13: (0 52 62 88 7 101 ) ,14: (0 53 40 101 ) ,15: (0 59 99 94 87 97 13 101 ) ,16: (0 63 64 101 ) ,17: (0 72 39 23 67 55 54 101 ) ,18: (0 82 19 11 90 10 32 70 101 ) ,19: (0 95 92 98 16 61 85 37 96 101 ) ,;0,377651,58479,21050,2094,18,0,0,0,0;0,7365427,783862,280473,31175,216,0,0,0,0
Rdp106;1vehc2pcs10bp;true;true;29234.3;29234.3;29118.7;29197.8;209.133;4.75499;74.5148;3600;35;1: (0 26 39 23 67 55 54 4 101 ) ,2: (0 27 69 30 51 9 35 34 3 77 101 ) ,3: (0 28 76 79 81 78 68 80 12 101 ) ,4: (0 29 24 25 101 ) ,5: (0 31 63 11 64 90 10 101 ) ,6: (0 43 2 101 ) ,7: (0 48 47 36 19 49 46 82 101 ) ,8: (0 50 33 65 71 66 20 32 70 1 101 ) ,9: (0 52 62 88 7 18 89 101 ) ,10: (0 53 40 101 ) ,11: (0 73 41 22 75 56 74 72 21 58 101 ) ,12: (0 83 45 8 84 17 5 60 101 ) ,13: (0 94 92 42 15 57 87 97 13 101 ) ,14: (0 95 37 14 44 38 86 91 100 98 93 101 ) ,15: (0 96 59 85 16 61 99 6 101 ) ,;0,2220421,79869,24996,2267,44,0,0,0,0;0,99914784,1635793,475659,48477,688,0,0,0,0
Rdp107;1vehc2pcs10bp;true;true;26932.5;26932.5;26906.5;26932.5;102.514;20.1557;102.514;3600;1;1: (0 2 57 15 41 22 75 56 4 74 73 101 ) ,2: (0 6 101 ) ,3: (0 18 83 45 8 82 48 47 19 7 52 101 ) ,4: (0 21 72 39 23 67 55 25 54 26 101 ) ,5: (0 27 69 30 32 90 63 10 31 101 ) ,6: (0 28 76 79 78 29 24 68 80 12 101 ) ,7: (0 36 88 101 ) ,8: (0 42 43 14 44 38 86 16 91 100 37 98 101 ) ,9: (0 50 33 81 9 35 34 3 77 101 ) ,10: (0 51 71 65 66 20 70 1 101 ) ,11: (0 53 40 58 101 ) ,12: (0 62 11 64 49 46 101 ) ,13: (0 89 60 5 84 17 61 85 93 101 ) ,14: (0 94 95 92 59 96 99 97 87 13 101 ) ,;0,6068172,132501,44384,6231,173,0,0,0,0;0,31159032,455511,144358,21690,494,0,0,0,0
